sentence,outlet,topic,type,Label_bias,Label_opinion,biased_words
Leonhardt’s column in the New York Times provides more evidence that elite Americans are so enamored of immigration and diversity that they would throw the college graduate class under the bus rather than give up their visions of ruling over a chaotic and fractured “diverse” society.,breitbart,middle-class,right,Biased,Expresses writer’s opinion,['elite' 'enamored' 'chaotic' 'fractured' 'diverse' 'under' 'the' 'bus']
"But even if there was a president in the Oval Office who took the issue seriously, there’s still a do-nothing Senate to contend with.",msnbc,gun-control,left,Biased,Expresses writer’s opinion,['do-nothing']
"In today’s America, someone with this much money can buy so much advertising and self-promotion that he automatically becomes a Serious Presidential Candidate just by virtue of wanting the job and having the capacity to self-finance a campaign.",alternet,middle-class,left,Biased,Expresses writer’s opinion,['automatically']
Democratic U.S. Rep. David Cicilline of Rhode Island eloquently blasted Republican Rep. Matt Gaetz of Florida during Wednesday’s House hearing on gun control.,alternet,gun-control,left,Biased,Somewhat factual but also opinionated,['eloquently' 'blasted']
The deputy commissioner of Kolkata Police eventually apologized for the bloodying of students - many of whom were women - and argued that tensions had risen too quickly. ,fox-news,international-politics-and-world-news,right,Non-biased,No agreement,['bloodying' 'eventually' 'argued']
While Democrats were diverting the attention and energy of the entire country into a pointless trial that could not possibly have ended in anything other than President Donald Trump’s acquittal...,breitbart,coronavirus,right,Biased,Expresses writer’s opinion,['diverting' 'pointless']
"Cuomo has been championed by the mainstream media for his response to the coronavirus pandemic in New York City, but his state-wide response to nursing homes deserves anything but the glowing praise he’s received.",federalist,coronavirus,right,Biased,Somewhat factual but also opinionated,['championed' 'glowing' 'praise']
The NRA has long agitated to crush tougher gun control laws in this country but for its officials to be directly engaged in trutherism about school shootings is a new low.,alternet,gun-control,left,Biased,Somewhat factual but also opinionated,['agitated' 'crush' 'trutherism' 'low']
"...we sounded the alarm in the early months of Trump’s presidency, when prime-time Fox News host Tucker Carlson began to experiment with segments that used euphemisms like “Western civilization” to package the idea that white people are inherently more civilized while people of color are a threat to national stability.",alternet,white-nationalism,left,Biased,Expresses writer’s opinion,['alarm' 'inherently' 'threat']
The Europeans have set up a complicated barter-type system to skirt direct financial transactions with Iran and so evade possible U.S. sanctions.,breitbart,international-politics-and-world-news,right,Non-biased,No agreement,['complicated' 'skirt' 'evade']
"A Gallup poll reports that women are still more likely to do laundry, clean the house, do grocery shopping, prepare meals, wash dishes and make decisions about furniture and decorations – even among younger generations who are reportedly more egalitarian as ever.",usa-today,gender,center,Non-biased,Entirely factual,['egalitarian']
"Even before Trump started to make a big show out of not wearing a mask, it was common, at least in my South Philadelphia neighborhood, to see MAGA-hat-clad white men walking around without masks, delivering contemptuous sneers to the rest of us suckers who are covering our noses and mouths. ",alternet,coronavirus,left,Biased,Expresses writer’s opinion,['big' 'show' 'contemptuous' 'sneers' 'suckers' 'MAGA-hat-clad']
"That the Secret Service takes precautions to protect the president in a time of chaos is, in itself, to be expected. But the contrast between Trump’s chest-thumping and the fact that he was cowering in the basement was objectively funny.  Unsurprisingly, a lot of people made fun of him, and he didn’t like it.",alternet,trump-presidency,left,Biased,Expresses writer’s opinion,['chest-thumping' 'cowering' 'objectively' 'funny' 'Unsurprisingly']
Polling for the Democratic nomination tells a depressing story for those seeking to break the glass ceiling and make the ultimate stand against patriarchy: the top contenders for the Democratic nomination are currently all white men.,alternet,gender,left,Biased,No agreement,['depressing' 'patriarchy' 'ultimate']
"A good conclusion to draw might be that the charity of the top 0.1 percent and of corporations both are vastly overstated and not even fractionally as useful as simply taxing them at the same effective rate as the rest of us pay, so maybe we should get on with that already.",alternet,middle-class,left,Biased,Expresses writer’s opinion,['vastly' 'fractionally' 'overstated']
Bouchard commented on his efforts to secure state preemption of the myriad gun-free zones in the state.,breitbart,gun-control,right,Non-biased,Entirely factual,['myriad']
"When he finally spoke in the Rose Garden on Monday, Trump threatened to deploy the military against American citizens if the governors didn’t take his advice for a more forceful crackdown. This threat didn’t appear to cow anyone, and only increased the anger. ",alternet,trump-presidency,left,Biased,Somewhat factual but also opinionated,['cow' 'threatened' 'crackdown']
"Democrats are also using the crisis to push for greater immigration, despite the overwhelming public demand that Americans get hired for any jobs during the crash.",breitbart,coronavirus,right,Biased,Somewhat factual but also opinionated,['push' 'overwhelming' 'crisis']
"With this in mind, the Trump administration reportedly hopes to reduce poverty in the United States, not by making a material difference in struggling families’ finances, but by tinkering with the threshold for what counts as poverty.",msnbc,middle-class,left,Biased,Somewhat factual but also opinionated,['tinkering']
"A group of people carrying a white nationalist flag were caught on camera Saturday attempting to record a video in front of the Emmett Till memorial in Sumner, Mississippi.",msnbc,white-nationalism,left,Non-biased,Entirely factual,['caught']
"A second patient, a 58-year-old obese woman with diabetes and arterial hypertension, suffered multi-organ failure and eventually died of a cardiac arrest. According to the authors of the Lancet article, they discovered “lymphocytic endotheliitis in lung, heart, kidney, and liver as well as liver cell necrosis.",alternet,coronavirus,left,Non-biased,Entirely factual,['']
